comentario,polaridad,tema,tono,longitud,satisfaccion_min,satisfaccion_max,aspecto_variable,aspecto_valor_min,aspecto_valor_max
"Las incidencias se acumulan sin una solución clara. Este punto me genera bastante frustración. En conjunto, esta parte influye bastante en mi percepción del curso.",muy_negativo,soporte,queja,largo,1,2,utilidad_anuncios,1,2
"A veces tardan un poco en contestar, pero termina resolviéndose. En conjunto, esta parte influye bastante en mi percepción del curso.",neutral,soporte,informal,largo,2,4,utilidad_anuncios,2,4
"Los temas tratados son muy relevantes para mi desarrollo profesional. En conjunto, esta parte influye bastante en mi percepción del curso.",muy_positivo,contenido,informal,largo,4,5,conocimientos_utiles_futuro,4,5
Las respuestas del equipo de soporte son útiles la mayoría de las veces. Me gustaría que se introdujeran cambios en este sentido.,positivo,soporte,sugerencia,medio,3,5,utilidad_anuncios,3,5
Me encanta la combinación de teoría y práctica que se utiliza en el curso. Valoro mucho este aspecto del curso.,muy_positivo,metodologia,elogio,corto,4,5,conocimientos_utiles_futuro,4,5
"El contenido es profundo y a la vez fácil de seguir. Valoro mucho este aspecto del curso. En conjunto, esta parte influye bastante en mi percepción del curso.",muy_positivo,contenido,elogio,largo,4,5,contenidos_adecuados,4,5
"La tecnología utilizada es correcta, con algún fallo puntual. En conjunto, esta parte influye bastante en mi percepción del curso.",neutral,tecnologia,formal,largo,2,4,clase_visibilidad_pantalla,2,4
El soporte suele responder en un tiempo razonable. Me gustaría que se introdujeran cambios en este sentido.,positivo,soporte,sugerencia,corto,3,5,velocidad_respuesta,3,5
"El soporte casi nunca responde a tiempo a mis consultas. Este punto me genera bastante frustración. En conjunto, esta parte influye bastante en mi percepción del curso.",muy_negativo,soporte,queja,largo,1,2,velocidad_respuesta,1,2
"A veces el profesor no consigue que los conceptos queden claros. Este punto me genera bastante frustración. En conjunto, esta parte influye bastante en mi percepción del curso.",negativo,profesor,queja,largo,1,3,recomendaria_profesor,1,3
Las clases se me hacen muy pesadas y difíciles de seguir. Este punto me genera bastante frustración.,muy_negativo,clase,queja,medio,1,2,clase_duracion,1,2
"En general la metodología me parece bastante acertada. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,metodologia,formal,largo,3,5,grado_dificultad,3,5
"A veces tardan un poco en contestar, pero termina resolviéndose. Me gustaría que se introdujeran cambios en este sentido.",neutral,soporte,sugerencia,medio,2,4,utilidad_anuncios,2,4
"La estructura de las sesiones es razonable, pero algo predecible. Creo que aún se podrían mejorar algunos detalles. En conjunto, esta parte influye bastante en mi percepción del curso.",neutral,metodologia,constructivo,largo,2,4,grado_dificultad,2,4
El balance del curso es claramente positivo para mí. Me gustaría que se introdujeran cambios en este sentido.,positivo,general,sugerencia,medio,3,5,ninguno,1,5
"La metodología del curso me resulta correcta, sin destacar demasiado. Creo que aún se podrían mejorar algunos detalles.",neutral,metodologia,constructivo,medio,2,4,grado_dificultad,2,4
"La calidad de la conexión suele ser buena. Me gustaría que se introdujeran cambios en este sentido. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,tecnologia,sugerencia,largo,3,5,clase_visibilidad_pantalla,3,5
"El profesor responde a las dudas y facilita el seguimiento del temario. Creo que aún se podrían mejorar algunos detalles. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,profesor,constructivo,largo,3,5,recomendaria_profesor,3,5
"El profesor mantiene un nivel adecuado, sin puntos muy fuertes ni muy débiles. Creo que aún se podrían mejorar algunos detalles.",neutral,profesor,constructivo,medio,2,4,dominio_materia,2,4
"Siempre que he tenido una duda, el soporte me ha ayudado de inmediato. En conjunto, esta parte influye bastante en mi percepción del curso.",muy_positivo,soporte,informal,largo,4,5,velocidad_respuesta,4,5
"El profesor mantiene un nivel adecuado, sin puntos muy fuertes ni muy débiles. Me gustaría que se introdujeran cambios en este sentido. En conjunto, esta parte influye bastante en mi percepción del curso.",neutral,profesor,sugerencia,largo,2,4,accesible_y_atiende_consultas,2,4
"No tengo una opinión muy fuerte sobre el soporte, es razonable. Me gustaría que se introdujeran cambios en este sentido.",neutral,soporte,sugerencia,medio,2,4,utilidad_anuncios,2,4
"El contenido es interesante y útil en la mayoría de los temas. Creo que aún se podrían mejorar algunos detalles. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,contenido,constructivo,largo,3,5,conocimientos_utiles_futuro,3,5
Las actividades planteadas encajan bien con los objetivos del curso. Creo que aún se podrían mejorar algunos detalles.,positivo,metodologia,constructivo,medio,3,5,contenidos_adecuados,3,5
Las actividades planteadas encajan bien con los objetivos del curso. Valoro mucho este aspecto del curso.,positivo,metodologia,elogio,medio,3,5,grado_dificultad,3,5
"La calidad del audio o vídeo a veces dificulta seguir la clase. En conjunto, esta parte influye bastante en mi percepción del curso.",negativo,tecnologia,formal,largo,1,3,clase_calidad_conexion,1,3
"Repetiría una formación similar con esta escuela. Valoro mucho este aspecto del curso. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,general,elogio,largo,3,5,ninguno,1,5
Hay partes del contenido que me interesan y otras que no tanto. Me gustaría que se introdujeran cambios en este sentido.,neutral,contenido,sugerencia,medio,2,4,conocimientos_utiles_futuro,2,4
"Siento que la forma de trabajo dificulta mi aprendizaje en lugar de ayudar. Este punto me genera bastante frustración. En conjunto, esta parte influye bastante en mi percepción del curso.",muy_negativo,metodologia,queja,largo,1,2,organiza_actividades,1,2
"La calidad técnica es aceptable, pero mejorable. En conjunto, esta parte influye bastante en mi percepción del curso.",neutral,tecnologia,informal,largo,2,4,clase_visibilidad_pantalla,2,4
"La metodología del curso me resulta correcta, sin destacar demasiado. Creo que aún se podrían mejorar algunos detalles. En conjunto, esta parte influye bastante en mi percepción del curso.",neutral,metodologia,constructivo,largo,2,4,contenidos_adecuados,2,4
"Me siento cómodo participando en las clases. Creo que aún se podrían mejorar algunos detalles. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,clase,constructivo,largo,3,5,clase_duracion,3,5
A veces el profesor no consigue que los conceptos queden claros. Este punto me genera bastante frustración.,negativo,profesor,queja,corto,1,3,dominio_materia,1,3
"La metodología es adecuada y me ayuda a entender mejor los temas. Creo que aún se podrían mejorar algunos detalles. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,metodologia,constructivo,largo,3,5,conocimientos_utiles_futuro,3,5
"Me cuesta seguir las explicaciones del profesor en algunas sesiones. Este punto me genera bastante frustración. En conjunto, esta parte influye bastante en mi percepción del curso.",negativo,profesor,queja,largo,1,3,preparado_clases,1,3
La atención es aceptable pero podría ser más proactiva. Me gustaría que se introdujeran cambios en este sentido.,neutral,soporte,sugerencia,corto,2,4,velocidad_respuesta,2,4
"La tecnología utilizada es correcta, con algún fallo puntual. Me gustaría que se introdujeran cambios en este sentido. En conjunto, esta parte influye bastante en mi percepción del curso.",neutral,tecnologia,sugerencia,largo,2,4,clase_visibilidad_pantalla,2,4
"La experiencia general ha sido peor de lo que esperaba. En conjunto, esta parte influye bastante en mi percepción del curso.",muy_negativo,general,formal,largo,1,2,ninguno,1,5
"El curso ha cumplido, pero no ha destacado demasiado. Creo que aún se podrían mejorar algunos detalles.",neutral,general,constructivo,medio,2,4,ninguno,1,5
"No disfruto las clases y a menudo desconecto. Este punto me genera bastante frustración. En conjunto, esta parte influye bastante en mi percepción del curso.",muy_negativo,clase,queja,largo,1,2,clase_duracion,1,2
"La calidad de audio y vídeo en las clases online es excelente. En conjunto, esta parte influye bastante en mi percepción del curso.",muy_positivo,tecnologia,informal,largo,4,5,clase_visibilidad_pantalla,4,5
"El temario cumple, sin aportar nada extraordinario. En conjunto, esta parte influye bastante en mi percepción del curso.",neutral,contenido,informal,largo,2,4,conocimientos_utiles_futuro,2,4
La atención al alumno podría ser bastante más ágil. Este punto me genera bastante frustración.,negativo,soporte,queja,medio,1,3,velocidad_respuesta,1,3
"El curso ha cumplido, pero no ha destacado demasiado. En conjunto, esta parte influye bastante en mi percepción del curso.",neutral,general,formal,largo,2,4,ninguno,1,5
"Las conexiones fallan con bastante frecuencia. Creo que aún se podrían mejorar algunos detalles. En conjunto, esta parte influye bastante en mi percepción del curso.",negativo,tecnologia,constructivo,largo,1,3,clase_visibilidad_pantalla,1,3
"No veo relación clara entre la metodología y los objetivos del curso. Este punto me genera bastante frustración. En conjunto, esta parte influye bastante en mi percepción del curso.",muy_negativo,metodologia,queja,largo,1,2,contenidos_adecuados,1,2
"Estoy muy satisfecho con la experiencia global del curso. En conjunto, esta parte influye bastante en mi percepción del curso.",muy_positivo,general,informal,largo,4,5,ninguno,1,5
"Los materiales del curso aportan valor y complementan bien las clases. Creo que aún se podrían mejorar algunos detalles. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,contenido,constructivo,largo,3,5,conocimientos_utiles_futuro,3,5
"La forma de plantear las tareas no siempre ayuda a consolidar lo aprendido. Creo que aún se podrían mejorar algunos detalles. En conjunto, esta parte influye bastante en mi percepción del curso.",negativo,metodologia,constructivo,largo,1,3,contenidos_adecuados,1,3
En ocasiones las clases se hacen demasiado largas. Creo que aún se podrían mejorar algunos detalles.,negativo,clase,constructivo,medio,1,3,clase_duracion,1,3
Hay un buen equilibrio entre explicación y ejercicios prácticos. Creo que aún se podrían mejorar algunos detalles.,positivo,metodologia,constructivo,medio,3,5,conocimientos_utiles_futuro,3,5
Las explicaciones del profesor me resultan confusas y poco útiles. Este punto me genera bastante frustración.,muy_negativo,profesor,queja,medio,1,2,mantiene_atencion,1,2
"Mi experiencia general con el curso es correcta, sin ser espectacular. En conjunto, esta parte influye bastante en mi percepción del curso.",neutral,general,informal,largo,2,4,ninguno,1,5
"El soporte suele responder en un tiempo razonable. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,soporte,informal,largo,3,5,velocidad_respuesta,3,5
"Echo en falta más ejemplos o aclaraciones por parte del profesor. Creo que aún se podrían mejorar algunos detalles. En conjunto, esta parte influye bastante en mi percepción del curso.",negativo,profesor,constructivo,largo,1,3,preparado_clases,1,3
"La atención al alumno podría ser bastante más ágil. Creo que aún se podrían mejorar algunos detalles. En conjunto, esta parte influye bastante en mi percepción del curso.",negativo,soporte,constructivo,largo,1,3,utilidad_anuncios,1,3
"En conjunto, el curso no ha cumplido del todo mis expectativas. En conjunto, esta parte influye bastante en mi percepción del curso.",negativo,general,informal,largo,1,3,ninguno,1,5
"El ritmo de clase no siempre se adapta al grupo. Creo que aún se podrían mejorar algunos detalles. En conjunto, esta parte influye bastante en mi percepción del curso.",negativo,clase,constructivo,largo,1,3,clase_conveniencia_dia,1,3
"La mayoría de las sesiones me parecen poco aprovechables. Este punto me genera bastante frustración. En conjunto, esta parte influye bastante en mi percepción del curso.",muy_negativo,clase,queja,largo,1,2,clase_horario,1,2
La experiencia tecnológica es satisfactoria en la mayoría de las clases. Creo que aún se podrían mejorar algunos detalles.,positivo,tecnologia,constructivo,medio,3,5,clase_calidad_conexion,3,5
"La experiencia global ha sido buena, con algunos puntos mejorables. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,general,informal,largo,3,5,ninguno,1,5
Las clases suelen tener un ritmo adecuado en la mayoría de los días. Me gustaría que se introdujeran cambios en este sentido.,positivo,clase,sugerencia,medio,3,5,clase_duracion,3,5
"Repetiría una formación similar con esta escuela. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,general,formal,largo,3,5,ninguno,1,5
"El balance del curso es claramente positivo para mí. Me gustaría que se introdujeran cambios en este sentido. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,general,sugerencia,largo,3,5,ninguno,1,5
"Algunas sesiones se sienten poco productivas. En conjunto, esta parte influye bastante en mi percepción del curso.",negativo,clase,informal,largo,1,3,clase_horario,1,3
"El profesor suele explicar bien, aunque a veces va un poco rápido.",positivo,profesor,formal,corto,3,5,preparado_clases,3,5
Algunos temas del contenido me han resultado poco relevantes. Creo que aún se podrían mejorar algunos detalles.,negativo,contenido,constructivo,medio,1,3,conocimientos_utiles_futuro,1,3
"Las actividades planteadas encajan bien con los objetivos del curso. Me gustaría que se introdujeran cambios en este sentido. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,metodologia,sugerencia,largo,3,5,conocimientos_utiles_futuro,3,5
"El profesor suele explicar bien, aunque a veces va un poco rápido. Creo que aún se podrían mejorar algunos detalles. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,profesor,constructivo,largo,3,5,dominio_materia,3,5
"El ritmo de clase es aceptable, aunque no siempre perfecto. Creo que aún se podrían mejorar algunos detalles. En conjunto, esta parte influye bastante en mi percepción del curso.",neutral,clase,constructivo,largo,2,4,clase_conveniencia_dia,2,4
"La forma de plantear las tareas no siempre ayuda a consolidar lo aprendido. Este punto me genera bastante frustración. En conjunto, esta parte influye bastante en mi percepción del curso.",negativo,metodologia,queja,largo,1,3,conocimientos_utiles_futuro,1,3
"Las clases son correctas, sin algo especialmente destacable. Creo que aún se podrían mejorar algunos detalles. En conjunto, esta parte influye bastante en mi percepción del curso.",neutral,clase,constructivo,largo,2,4,clase_conveniencia_dia,2,4
"La experiencia tecnológica es satisfactoria en la mayoría de las clases. Me gustaría que se introdujeran cambios en este sentido. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,tecnologia,sugerencia,largo,3,5,clase_calidad_audio,3,5
La forma de plantear las tareas no siempre ayuda a consolidar lo aprendido.,negativo,metodologia,informal,medio,1,3,grado_dificultad,1,3
En general las clases son agradables y productivas. Creo que aún se podrían mejorar algunos detalles.,positivo,clase,constructivo,medio,3,5,clase_conveniencia_dia,3,5
"La calidad de la conexión suele ser buena. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,tecnologia,formal,largo,3,5,clase_calidad_conexion,3,5
"Me siento muy acompañado por el profesor durante todo el curso. Valoro mucho este aspecto del curso. En conjunto, esta parte influye bastante en mi percepción del curso.",muy_positivo,profesor,elogio,largo,4,5,accesible_y_atiende_consultas,4,5
Las soluciones que me han dado no siempre han sido claras. Este punto me genera bastante frustración.,negativo,soporte,queja,medio,1,3,utilidad_anuncios,1,3
"La calidad técnica es muy mala y rompe el flujo de las clases. En conjunto, esta parte influye bastante en mi percepción del curso.",muy_negativo,tecnologia,formal,largo,1,2,clase_calidad_conexion,1,2
"La calidad técnica es aceptable, pero mejorable. Me gustaría que se introdujeran cambios en este sentido.",neutral,tecnologia,sugerencia,medio,2,4,clase_calidad_audio,2,4
Me cuesta mantener la atención durante toda la clase. Creo que aún se podrían mejorar algunos detalles.,negativo,clase,constructivo,corto,1,3,clase_conveniencia_dia,1,3
La metodología a veces hace que las clases se sientan algo monótonas. Este punto me genera bastante frustración.,negativo,metodologia,queja,medio,1,3,conocimientos_utiles_futuro,1,3
No he tenido prácticamente ningún problema técnico durante el curso. Valoro mucho este aspecto del curso.,muy_positivo,tecnologia,elogio,medio,4,5,clase_visibilidad_pantalla,4,5
A veces las clases son más interesantes y otras más densas. Creo que aún se podrían mejorar algunos detalles.,neutral,clase,constructivo,medio,2,4,clase_horario,2,4
"Mi experiencia global con el curso ha sido claramente negativa. Este punto me genera bastante frustración. En conjunto, esta parte influye bastante en mi percepción del curso.",muy_negativo,general,queja,largo,1,2,ninguno,1,5
La calidad técnica es muy mala y rompe el flujo de las clases. Este punto me genera bastante frustración.,muy_negativo,tecnologia,queja,medio,1,2,clase_calidad_conexion,1,2
"A veces tardan un poco en contestar, pero termina resolviéndose. Creo que aún se podrían mejorar algunos detalles.",neutral,soporte,constructivo,medio,2,4,utilidad_anuncios,2,4
La calidad de la conexión suele ser buena. Creo que aún se podrían mejorar algunos detalles.,positivo,tecnologia,constructivo,medio,3,5,clase_visibilidad_pantalla,3,5
La mayor parte del contenido me resulta aplicable a mi trabajo. Me gustaría que se introdujeran cambios en este sentido.,positivo,contenido,sugerencia,medio,3,5,conocimientos_utiles_futuro,3,5
"La experiencia tecnológica es satisfactoria en la mayoría de las clases. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,tecnologia,formal,largo,3,5,clase_calidad_audio,3,5
"Las actividades planteadas encajan bien con los objetivos del curso. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,metodologia,informal,largo,3,5,conocimientos_utiles_futuro,3,5
"Siento que la forma de trabajar es estándar, ni especialmente buena ni mala. Me gustaría que se introdujeran cambios en este sentido. En conjunto, esta parte influye bastante en mi percepción del curso.",neutral,metodologia,sugerencia,largo,2,4,organiza_actividades,2,4
"La calidad técnica es aceptable, pero mejorable. Me gustaría que se introdujeran cambios en este sentido. En conjunto, esta parte influye bastante en mi percepción del curso.",neutral,tecnologia,sugerencia,largo,2,4,clase_calidad_conexion,2,4
"Mi valoración global es intermedia, ni muy alta ni muy baja. Creo que aún se podrían mejorar algunos detalles.",neutral,general,constructivo,medio,2,4,ninguno,1,5
La metodología a veces hace que las clases se sientan algo monótonas. Creo que aún se podrían mejorar algunos detalles.,negativo,metodologia,constructivo,medio,1,3,grado_dificultad,1,3
"En general estoy contento con el curso. Valoro mucho este aspecto del curso. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,general,elogio,largo,3,5,ninguno,1,5
"El equipo de soporte responde rápido y soluciona los problemas eficazmente. En conjunto, esta parte influye bastante en mi percepción del curso.",muy_positivo,soporte,informal,largo,4,5,utilidad_anuncios,4,5
En general estoy satisfecho con el contenido que se ha impartido. Valoro mucho este aspecto del curso.,positivo,contenido,elogio,medio,3,5,contenidos_adecuados,3,5
"El soporte responde de forma correcta, sin destacar demasiado. Me gustaría que se introdujeran cambios en este sentido. En conjunto, esta parte influye bastante en mi percepción del curso.",neutral,soporte,sugerencia,largo,2,4,velocidad_respuesta,2,4
"Estoy muy decepcionado con el resultado final del curso. Este punto me genera bastante frustración. En conjunto, esta parte influye bastante en mi percepción del curso.",muy_negativo,general,queja,largo,1,2,ninguno,1,5
El profesor responde a las dudas y facilita el seguimiento del temario. Creo que aún se podrían mejorar algunos detalles.,positivo,profesor,constructivo,medio,3,5,accesible_y_atiende_consultas,3,5
La mayor parte del contenido me resulta aplicable a mi trabajo. Valoro mucho este aspecto del curso.,positivo,contenido,elogio,medio,3,5,contenidos_adecuados,3,5
Me cuesta seguir las explicaciones del profesor en algunas sesiones. Creo que aún se podrían mejorar algunos detalles.,negativo,profesor,constructivo,medio,1,3,recomendaria_profesor,1,3
"El soporte suele responder en un tiempo razonable. Valoro mucho este aspecto del curso. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,soporte,elogio,largo,3,5,utilidad_anuncios,3,5
"El profesor explica los conceptos de forma muy clara y estructurada. Valoro mucho este aspecto del curso. En conjunto, esta parte influye bastante en mi percepción del curso.",muy_positivo,profesor,elogio,largo,4,5,accesible_y_atiende_consultas,4,5
"La calidad del audio o vídeo a veces dificulta seguir la clase. Este punto me genera bastante frustración. En conjunto, esta parte influye bastante en mi percepción del curso.",negativo,tecnologia,queja,largo,1,3,clase_visibilidad_pantalla,1,3
El profesor responde a las dudas y facilita el seguimiento del temario. Valoro mucho este aspecto del curso.,positivo,profesor,elogio,medio,3,5,accesible_y_atiende_consultas,3,5
No siempre el profesor responde de forma clara a las dudas. Creo que aún se podrían mejorar algunos detalles.,negativo,profesor,constructivo,medio,1,3,dominio_materia,1,3
"A veces el profesor no consigue que los conceptos queden claros. Creo que aún se podrían mejorar algunos detalles. En conjunto, esta parte influye bastante en mi percepción del curso.",negativo,profesor,constructivo,largo,1,3,recomendaria_profesor,1,3
"El contenido es interesante y útil en la mayoría de los temas. Valoro mucho este aspecto del curso. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,contenido,elogio,largo,3,5,contenidos_adecuados,3,5
"Las explicaciones del profesor son buenas y ayudan a entender la materia. Me gustaría que se introdujeran cambios en este sentido. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,profesor,sugerencia,largo,3,5,dominio_materia,3,5
Me siento cómodo participando en las clases. Creo que aún se podrían mejorar algunos detalles.,positivo,clase,constructivo,medio,3,5,clase_conveniencia_dia,3,5
"Repetiría una formación similar con esta escuela. Creo que aún se podrían mejorar algunos detalles. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,general,constructivo,largo,3,5,ninguno,1,5
"La experiencia global ha sido algo decepcionante. En conjunto, esta parte influye bastante en mi percepción del curso.",negativo,general,formal,largo,1,3,ninguno,1,5
"En general estoy satisfecho con el contenido que se ha impartido. Valoro mucho este aspecto del curso. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,contenido,elogio,largo,3,5,contenidos_adecuados,3,5
Me siento muy acompañado por el soporte académico y técnico. Valoro mucho este aspecto del curso.,muy_positivo,soporte,elogio,medio,4,5,utilidad_anuncios,4,5
"La experiencia global ha sido algo decepcionante. Creo que aún se podrían mejorar algunos detalles. En conjunto, esta parte influye bastante en mi percepción del curso.",negativo,general,constructivo,largo,1,3,ninguno,1,5
"La atención al alumno podría ser bastante más ágil. Este punto me genera bastante frustración. En conjunto, esta parte influye bastante en mi percepción del curso.",negativo,soporte,queja,largo,1,3,utilidad_anuncios,1,3
"En varias ocasiones he sentido que el soporte tardaba demasiado en responder. En conjunto, esta parte influye bastante en mi percepción del curso.",negativo,soporte,formal,largo,1,3,velocidad_respuesta,1,3
En general estoy satisfecho con el contenido que se ha impartido.,positivo,contenido,sugerencia,corto,3,5,contenidos_adecuados,3,5
"El curso ha superado mis expectativas en casi todos los aspectos. Valoro mucho este aspecto del curso. En conjunto, esta parte influye bastante en mi percepción del curso.",muy_positivo,general,elogio,largo,4,5,ninguno,1,5
"El contenido es interesante y útil en la mayoría de los temas. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,contenido,formal,largo,3,5,contenidos_adecuados,3,5
A veces el profesor no consigue que los conceptos queden claros. Creo que aún se podrían mejorar algunos detalles.,negativo,profesor,constructivo,medio,1,3,mantiene_atencion,1,3
Echo en falta más ejemplos o aclaraciones por parte del profesor. Creo que aún se podrían mejorar algunos detalles.,negativo,profesor,constructivo,medio,1,3,recomendaria_profesor,1,3
La experiencia global ha sido algo decepcionante. Creo que aún se podrían mejorar algunos detalles.,negativo,general,constructivo,corto,1,3,ninguno,1,5
El soporte casi nunca responde a tiempo a mis consultas. Este punto me genera bastante frustración.,muy_negativo,soporte,queja,corto,1,2,velocidad_respuesta,1,2
"Las explicaciones del profesor son correctas pero podrían ser más dinámicas. Creo que aún se podrían mejorar algunos detalles. En conjunto, esta parte influye bastante en mi percepción del curso.",neutral,profesor,constructivo,largo,2,4,dominio_materia,2,4
"El temario cumple, sin aportar nada extraordinario. Me gustaría que se introdujeran cambios en este sentido.",neutral,contenido,sugerencia,medio,2,4,conocimientos_utiles_futuro,2,4
"Las conexiones fallan con bastante frecuencia. Este punto me genera bastante frustración. En conjunto, esta parte influye bastante en mi percepción del curso.",negativo,tecnologia,queja,largo,1,3,clase_visibilidad_pantalla,1,3
"Me siento muy acompañado por el profesor durante todo el curso. En conjunto, esta parte influye bastante en mi percepción del curso.",muy_positivo,profesor,formal,largo,4,5,recomendaria_profesor,4,5
"En conjunto, el curso no ha cumplido del todo mis expectativas. Este punto me genera bastante frustración.",negativo,general,queja,medio,1,3,ninguno,1,5
"La mayoría de las sesiones me parecen poco aprovechables. En conjunto, esta parte influye bastante en mi percepción del curso.",muy_negativo,clase,formal,largo,1,2,clase_horario,1,2
"Mi valoración global es intermedia, ni muy alta ni muy baja. Me gustaría que se introdujeran cambios en este sentido.",neutral,general,sugerencia,medio,2,4,ninguno,1,5
"El temario cumple, sin aportar nada extraordinario. Me gustaría que se introdujeran cambios en este sentido. En conjunto, esta parte influye bastante en mi percepción del curso.",neutral,contenido,sugerencia,largo,2,4,contenidos_adecuados,2,4
"La mayor parte del contenido me resulta aplicable a mi trabajo. Valoro mucho este aspecto del curso. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,contenido,elogio,largo,3,5,conocimientos_utiles_futuro,3,5
Echo en falta más ejemplos o aclaraciones por parte del profesor. Este punto me genera bastante frustración.,negativo,profesor,queja,medio,1,3,accesible_y_atiende_consultas,1,3
"Mi experiencia general con el curso es correcta, sin ser espectacular. Creo que aún se podrían mejorar algunos detalles. En conjunto, esta parte influye bastante en mi percepción del curso.",neutral,general,constructivo,largo,2,4,ninguno,1,5
"El soporte suele responder en un tiempo razonable. Creo que aún se podrían mejorar algunos detalles. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,soporte,constructivo,largo,3,5,velocidad_respuesta,3,5
"He tenido que insistir más de una vez para resolver algunos problemas. Creo que aún se podrían mejorar algunos detalles. En conjunto, esta parte influye bastante en mi percepción del curso.",negativo,soporte,constructivo,largo,1,3,velocidad_respuesta,1,3
En general las clases son agradables y productivas. Valoro mucho este aspecto del curso.,positivo,clase,elogio,medio,3,5,clase_horario,3,5
"Las explicaciones del profesor son buenas y ayudan a entender la materia. Valoro mucho este aspecto del curso. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,profesor,elogio,largo,3,5,mantiene_atencion,3,5
"En general la plataforma responde bien y es estable. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,tecnologia,formal,largo,3,5,clase_calidad_audio,3,5
"No disfruto las clases y a menudo desconecto. En conjunto, esta parte influye bastante en mi percepción del curso.",muy_negativo,clase,formal,largo,1,2,clase_duracion,1,2
"La metodología del curso es muy práctica y facilita mucho el aprendizaje. Valoro mucho este aspecto del curso. En conjunto, esta parte influye bastante en mi percepción del curso.",muy_positivo,metodologia,elogio,largo,4,5,grado_dificultad,4,5
"El contenido es correcto, aunque algunos temas me han parecido básicos. Creo que aún se podrían mejorar algunos detalles. En conjunto, esta parte influye bastante en mi percepción del curso.",neutral,contenido,constructivo,largo,2,4,conocimientos_utiles_futuro,2,4
Me siento cómodo participando en las clases. Me gustaría que se introdujeran cambios en este sentido.,positivo,clase,sugerencia,corto,3,5,clase_duracion,3,5
La atención es aceptable pero podría ser más proactiva. Creo que aún se podrían mejorar algunos detalles.,neutral,soporte,constructivo,corto,2,4,utilidad_anuncios,2,4
"En general la metodología me parece bastante acertada. Valoro mucho este aspecto del curso. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,metodologia,elogio,largo,3,5,contenidos_adecuados,3,5
"La plataforma cumple su función, sin destacar demasiado.",neutral,tecnologia,informal,medio,2,4,clase_calidad_audio,2,4
"Mi experiencia general con el curso es correcta, sin ser espectacular. Me gustaría que se introdujeran cambios en este sentido.",neutral,general,sugerencia,medio,2,4,ninguno,1,5
El contenido es interesante y útil en la mayoría de los temas. Creo que aún se podrían mejorar algunos detalles.,positivo,contenido,constructivo,medio,3,5,contenidos_adecuados,3,5
"Muchos temas me parecen irrelevantes para mis objetivos. En conjunto, esta parte influye bastante en mi percepción del curso.",muy_negativo,contenido,formal,largo,1,2,conocimientos_utiles_futuro,1,2
"La experiencia global ha sido buena, con algunos puntos mejorables. Me gustaría que se introdujeran cambios en este sentido. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,general,sugerencia,largo,3,5,ninguno,1,5
Las soluciones que me han dado no siempre han sido claras. Creo que aún se podrían mejorar algunos detalles.,negativo,soporte,constructivo,medio,1,3,velocidad_respuesta,1,3
"Los materiales del curso aportan valor y complementan bien las clases. Valoro mucho este aspecto del curso. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,contenido,elogio,largo,3,5,contenidos_adecuados,3,5
"La estructura de las sesiones es razonable, pero algo predecible. Me gustaría que se introdujeran cambios en este sentido.",neutral,metodologia,sugerencia,medio,2,4,organiza_actividades,2,4
"En general estoy satisfecho con cómo el profesor lleva las clases. Creo que aún se podrían mejorar algunos detalles. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,profesor,constructivo,largo,3,5,dominio_materia,3,5
"La dedicación del profesor marca una diferencia enorme en mi aprendizaje. Valoro mucho este aspecto del curso. En conjunto, esta parte influye bastante en mi percepción del curso.",muy_positivo,profesor,elogio,largo,4,5,recomendaria_profesor,4,5
