Id_encuesta,id_usuario,Id_curso,Tipo_clase,fecha,preparado_clases,dominio_materia,mantiene_atencion,relaciona_con_ejemplos,ejemplos_mundo_profesional,accesible_y_atiende_consultas,fomenta_colaboracion,puntualidad,referencias_en_redes,recomendaria_profesor,organiza_actividades,contenidos_adecuados,grado_dificultad,conocimientos_utiles_futuro,clase_duracion,clase_horario,clase_conveniencia_dia,clase_calidad_conexion,clase_visibilidad_pantalla,clase_calidad_audio,velocidad_respuesta,utilidad_anuncios,satisfaccion_general,comentarios
E0940,U1183,C0011,Online,2025-05-07 02:16:55,4,5,5,5,5,5,5,5,5,1,5,5,5,5,Genial,Genial,Bien,Bien,Bien,Genial,5,5,5,Desde el primer módulo he sentido que en general estoy contento con el curso. Creo que aún se podrían mejorar algunos detalles. Es un hito importante dentro de mi itinerario profesional.
E0941,U1088,C0029,Híbrido,2025-05-08 08:50:42,2,1,4,5,3,5,5,4,2,5,4,4,3,4,Bien,Bien,Regular,Genial,Genial,Genial,4,3,4,He tenido que insistir más de una vez para resolver algunos problemas. El seguimiento individual ayuda a no perder el ritmo. Es algo que impacta en mi motivación diaria.
E0942,U0801,C0005,Online,2025-05-08 13:38:51,5,4,1,5,5,5,5,5,4,4,4,5,4,4,Regular,Bien,Bien,Bien,Genial,Mal,4,4,5,A lo largo de estas semanas he notado que recomendaría este curso sin dudarlo a otras personas.
E0943,U0580,C0004,Online,2025-05-08 15:08:33,1,5,3,4,4,5,2,4,4,2,4,3,2,3,Genial,Mal,Bien,Bien,Mal,Genial,5,4,3,Parte del contenido me ha parecido desactualizado o repetitivo. Es algo que impacta en mi motivación diaria.
E0944,U0161,C0015,Híbrido,2025-05-09 07:35:01,5,5,4,5,4,4,5,5,1,4,5,4,5,5,Bien,Regular,Genial,Bien,Regular,Bien,2,4,5,Al repasar mis notas concluyo que repetiría una formación similar con esta escuela. Creo que aún se podrían mejorar algunos detalles. Me deja con ganas de seguir conectada a la comunidad. Creo que resume bien cómo vivo el curso.
E0945,U0681,C0020,Online,2025-05-10 05:03:11,5,4,4,4,4,5,4,4,2,4,3,1,3,4,Bien,Genial,Regular,Genial,Genial,Genial,4,1,4,Las soluciones que me han dado no siempre han sido claras.
E0946,U1198,C0020,Online,2025-05-10 14:55:14,5,2,4,3,5,3,4,3,1,4,2,4,5,5,Regular,Genial,Bien,Regular,Genial,Genial,3,2,4,Desde el primer módulo he sentido que las soluciones que me han dado no siempre han sido claras. Este punto me genera bastante frustración.
E0947,U0163,C0010,Online,2025-05-10 17:46:12,4,5,3,3,3,3,2,4,3,4,2,2,4,4,Regular,Genial,Regular,Bien,Mal,Genial,5,4,3,Mirando mi avance hasta ahora entiendo que la metodología a veces hace que las clases se sientan algo monótonas. Creo que aún se podrían mejorar algunos detalles. Las dinámicas se integran bien con los objetivos de cada módulo. Es algo que impacta en mi motivación diaria.
E0948,U0822,C0010,Online,2025-05-11 15:22:34,4,3,4,3,4,4,5,4,2,3,5,4,4,4,Regular,Regular,Bien,Genial,Regular,Mal,5,4,4,He tenido varios problemas técnicos que cortan el ritmo de la sesión. La plataforma permite seguir la clase incluso desde el móvil.
E0949,U0706,C0008,Online,2025-05-11 16:22:22,3,2,3,5,5,3,5,3,4,2,4,3,5,3,Bien,Genial,Bien,Bien,Genial,Genial,5,1,3,Con la mente puesta en mis objetivos profesionales valoro que el temario no siempre se ajusta a lo que esperaba aprender.
E0950,U1009,C0014,Online,2025-05-12 05:43:08,4,3,4,5,3,5,1,3,4,3,5,5,5,4,Bien,Regular,Bien,Genial,Bien,Genial,5,2,5,La experiencia general ha sido muy positiva para mí. Es un hito importante dentro de mi itinerario profesional.
E0951,U0878,C0009,Híbrido,2025-05-13 23:05:33,2,2,1,1,2,2,4,3,1,3,1,1,1,2,Pésimo,Pésimo,Pésimo,Mal,Mal,Pésimo,1,1,1,"Cuando comparo esta formación con otras, percibo que no he encontrado utilidad real en la mayoría de los contenidos. Este punto me genera bastante frustración. Es un aspecto que comparto también con mis compañeros."
E0952,U0896,C0019,Online,2025-05-17 22:52:29,3,2,4,2,5,5,4,2,5,5,3,5,5,4,Regular,Bien,Bien,Genial,Genial,Pésimo,3,3,4,Mirando mi avance hasta ahora entiendo que he tenido que insistir más de una vez para resolver algunos problemas. Este punto me genera bastante frustración. Esa impresión se mantiene con el paso de las semanas.
E0953,U0914,C0012,Online,2025-05-18 01:31:17,2,4,5,5,5,4,4,3,3,5,1,4,5,2,Genial,Pésimo,Genial,Regular,Bien,Genial,4,4,5,"La experiencia global ha sido buena, con algunos puntos mejorables. Me gustaría que se introdujeran cambios en este sentido. Veo coherencia entre lo prometido y lo que recibimos. Es algo que impacta en mi motivación diaria."
E0954,U1199,C0004,Online,2025-05-18 20:44:22,5,4,4,5,5,4,4,2,3,4,5,4,4,1,Bien,Genial,Regular,Pésimo,Bien,Bien,3,2,4,Al repasar mis notas concluyo que algunas sesiones se sienten poco productivas. Creo que aún se podrían mejorar algunos detalles. El equipo docente cuida los ritmos y los descansos. Me ayuda a decidir en qué módulos profundizar.
E0955,U0153,C0004,Online,2025-05-19 21:57:19,5,5,5,4,3,5,3,2,4,5,4,3,4,5,Genial,Bien,Genial,Genial,Genial,Genial,4,3,5,Repetiría una formación similar con esta escuela. Valoro mucho este aspecto del curso. Veo coherencia entre lo prometido y lo que recibimos.
E0956,U0979,C0018,Híbrido,2025-05-20 10:18:13,3,1,4,2,3,4,5,5,3,2,3,5,4,3,Genial,Bien,Genial,Bien,Mal,Bien,2,4,3,Con la mente puesta en mis objetivos profesionales valoro que la metodología a veces hace que las clases se sientan algo monótonas.
E0957,U1003,C0022,Online,2025-05-20 15:37:05,4,4,4,2,4,5,4,4,5,2,5,4,5,4,Genial,Mal,Genial,Genial,Genial,Genial,4,4,5,"Con la mente puesta en mis objetivos profesionales valoro que la experiencia global ha sido buena, con algunos puntos mejorables. Es un hito importante dentro de mi itinerario profesional."
E0958,U0510,C0031,Online,2025-05-20 18:27:33,5,3,5,5,5,3,4,3,4,4,4,4,2,3,Mal,Bien,Genial,Regular,Bien,Regular,2,4,4,En conversaciones con mis compañeros coincidimos en que la forma de plantear las tareas no siempre ayuda a consolidar lo aprendido. Creo que aún se podrían mejorar algunos detalles. Es algo que impacta en mi motivación diaria.
E0959,U0112,C0023,Híbrido,2025-05-21 06:28:11,5,4,5,4,5,4,3,3,4,2,3,3,1,4,Genial,Genial,Regular,Regular,Bien,Genial,4,4,5,Repetiría una formación similar con esta escuela. Creo que aún se podrían mejorar algunos detalles.
E0960,U0227,C0001,Híbrido,2025-05-22 12:21:11,4,5,4,1,5,4,4,3,3,4,5,4,1,3,Regular,Genial,Regular,Genial,Bien,Genial,5,5,5,"Cuando comparo esta formación con otras, percibo que la experiencia global ha sido buena, con algunos puntos mejorables. Creo que aún se podrían mejorar algunos detalles. Refuerza mi decisión de apostar por el sector tecnológico."
E0961,U0986,C0010,Online,2025-05-22 13:01:24,4,4,2,5,5,1,4,5,1,3,5,5,5,2,Regular,Bien,Bien,Genial,Regular,Pésimo,2,4,3,Analizando lo que he aprendido siento que las conexiones fallan con bastante frecuencia. Las grabaciones mantienen una calidad más que correcta.
E0962,U0852,C0017,Online,2025-05-25 04:09:04,5,2,3,3,4,5,4,2,4,5,2,2,2,5,Bien,Bien,Regular,Genial,Genial,Regular,3,4,3,Con la mente puesta en mis objetivos profesionales valoro que la metodología a veces hace que las clases se sientan algo monótonas. Creo que aún se podrían mejorar algunos detalles. Consigue equilibrar teoría y casos reales de forma constante.
E0963,U0104,C0004,Online,2025-05-25 20:35:40,4,4,5,4,2,5,2,1,4,4,4,4,1,3,Bien,Regular,Bien,Bien,Bien,Genial,3,3,4,Mirando mi avance hasta ahora entiendo que he tenido que insistir más de una vez para resolver algunos problemas. Creo que aún se podrían mejorar algunos detalles. Detectan incidencias antes de que se conviertan en un problema. Es un aspecto que comparto también con mis compañeros.
E0964,U0422,C0011,Online,2025-05-26 18:18:18,5,2,2,3,5,4,4,4,3,4,4,2,4,2,Regular,Genial,Bien,Mal,Bien,Genial,2,1,3,En mi día a día con el curso observo que la atención al alumno podría ser bastante más ágil. El seguimiento individual ayuda a no perder el ritmo. Siento que el equipo debería tenerlo en cuenta.
E0965,U0420,C0010,Online,2025-05-26 23:14:10,5,5,4,2,4,4,4,4,4,5,5,4,2,4,Mal,Bien,Genial,Bien,Bien,Regular,2,5,4,Analizando lo que he aprendido siento que las soluciones que me han dado no siempre han sido claras. Creo que aún se podrían mejorar algunos detalles. La comunicación por correo y chat está bien coordinada. Define la confianza que tengo en seguir avanzando.
E0966,U0625,C0026,Híbrido,2025-05-27 01:19:49,3,1,1,4,1,5,3,5,2,4,2,5,4,2,Genial,Bien,Genial,Bien,Mal,Genial,5,4,4,La metodología a veces hace que las clases se sientan algo monótonas. Es algo que impacta en mi motivación diaria.
E0967,U0587,C0004,Online,2025-05-27 14:56:31,4,5,5,5,4,5,4,3,4,5,5,5,2,4,Bien,Genial,Pésimo,Bien,Genial,Regular,4,2,5,El balance del curso es claramente positivo para mí. Siento que aprovecho cada hora dedicada a este programa. Me ayuda a decidir en qué módulos profundizar.
E0968,U1061,C0008,Online,2025-05-27 18:51:01,5,5,5,5,5,4,5,4,2,4,5,5,5,3,Bien,Regular,Bien,Genial,Genial,Genial,4,3,5,Con la mente puesta en mis objetivos profesionales valoro que recomendaría este curso sin dudarlo a otras personas. Siento que aprovecho cada hora dedicada a este programa. Es un aspecto que comparto también con mis compañeros.
E0969,U0920,C0027,Online,2025-05-28 05:14:25,4,5,4,5,1,5,5,4,3,2,5,5,4,2,Regular,Bien,Regular,Genial,Genial,Regular,4,5,4,"Mirando mi avance hasta ahora entiendo que he echado en falta mayor profundidad en ciertos apartados. Este punto me genera bastante frustración. Para mí, marca la diferencia respecto a otros programas."
E0970,U0673,C0014,Online,2025-05-29 00:36:09,3,5,5,3,1,3,3,2,4,4,5,3,3,4,Genial,Bien,Bien,Genial,Regular,Bien,4,5,4,Al repasar mis notas concluyo que me cuesta seguir las explicaciones del profesor en algunas sesiones. Este punto me genera bastante frustración. La disponibilidad del profesorado genera mucha confianza. Me ayuda a decidir en qué módulos profundizar.
E0971,U0120,C0025,Híbrido,2025-05-29 09:30:09,5,5,5,5,5,4,5,5,4,3,5,3,4,4,Genial,Bien,Genial,Genial,Genial,Genial,5,2,5,Estoy muy satisfecho con la experiencia global del curso. Es una formación que recomendaría a otros perfiles como el mío.
E0972,U0054,C0031,Online,2025-05-30 12:23:33,3,5,4,4,4,1,4,4,2,3,4,4,2,4,Genial,Bien,Genial,Bien,Bien,Bien,4,5,3,"Cuando comparo esta formación con otras, percibo que la forma de plantear las tareas no siempre ayuda a consolidar lo aprendido. Consigue equilibrar teoría y casos reales de forma constante. Se refleja en los resultados que obtengo en cada entrega."
E0973,U0152,C0027,Online,2025-05-30 18:36:18,5,5,5,5,3,5,2,3,4,4,4,5,2,5,Bien,Genial,Bien,Regular,Bien,Genial,5,3,4,En varias ocasiones he sentido que el soporte tardaba demasiado en responder. Este punto me genera bastante frustración. El seguimiento individual ayuda a no perder el ritmo.
E0974,U0404,C0028,Online,2025-05-30 19:25:02,1,1,1,2,2,1,1,1,5,3,1,4,1,2,Bien,Pésimo,Mal,Mal,Bien,Pésimo,2,2,1,Desde mi perspectiva personal considero que estoy muy insatisfecho con la atención recibida por parte del soporte.
E0975,U1189,C0026,Híbrido,2025-05-31 05:12:27,5,4,4,5,3,5,5,5,1,4,4,5,4,5,Bien,Genial,Bien,Bien,Mal,Bien,5,1,5,Recomendaría este curso sin dudarlo a otras personas. Valoro mucho este aspecto del curso. Es un hito importante dentro de mi itinerario profesional.
E0976,U0208,C0023,Híbrido,2025-05-31 08:44:56,3,4,4,5,4,4,5,3,4,5,5,5,4,2,Genial,Genial,Regular,Genial,Bien,Regular,4,5,5,"Desde el primer módulo he sentido que la experiencia global ha sido buena, con algunos puntos mejorables. Valoro mucho este aspecto del curso."
E0977,U1135,C0004,Online,2025-06-03 07:39:39,4,5,4,5,4,4,5,5,4,4,2,5,5,5,Genial,Pésimo,Regular,Bien,Bien,Regular,3,4,5,Con la mente puesta en mis objetivos profesionales valoro que repetiría una formación similar con esta escuela. Me gustaría que se introdujeran cambios en este sentido. Siento que aprovecho cada hora dedicada a este programa. Siento que el equipo debería tenerlo en cuenta.
E0978,U0659,C0001,Híbrido,2025-06-04 00:50:56,1,4,5,4,5,2,4,3,5,3,4,4,4,5,Regular,Bien,Genial,Mal,Genial,Bien,5,4,4,"Tras varias sesiones puedo decir que algunas sesiones se sienten poco productivas. Este punto me genera bastante frustración. El ambiente que se genera invita a preguntar sin miedo. Para mí, marca la diferencia respecto a otros programas."
E0979,U1097,C0013,Online,2025-06-04 02:08:05,1,2,4,3,1,4,1,1,2,1,2,2,2,1,Mal,Mal,Mal,Mal,Pésimo,Pésimo,1,1,1,"Si pienso en el progreso del curso, creo que siento que pierdo el tiempo en bastantes sesiones. El equipo docente cuida los ritmos y los descansos."
E0980,U0233,C0031,Online,2025-06-04 03:25:54,4,2,5,4,3,4,5,4,3,5,5,5,2,5,Regular,Genial,Regular,Bien,Genial,Bien,3,1,5,Al repasar mis notas concluyo que el curso ha superado mis expectativas en casi todos los aspectos. Refuerza mi decisión de apostar por el sector tecnológico. Es algo que impacta en mi motivación diaria.
E0981,U0009,C0015,Híbrido,2025-06-04 11:36:16,5,5,5,5,4,3,3,3,4,2,3,3,1,4,Mal,Bien,Regular,Regular,Genial,Regular,4,4,5,"Si pienso en el progreso del curso, creo que repetiría una formación similar con esta escuela. Creo que aún se podrían mejorar algunos detalles. Es un hito importante dentro de mi itinerario profesional. Para mí, marca la diferencia respecto a otros programas."
E0982,U0160,C0027,Online,2025-06-09 14:16:21,5,5,5,5,4,5,4,3,3,3,2,3,1,5,Genial,Bien,Genial,Regular,Regular,Mal,5,4,4,"Cuando comparo esta formación con otras, percibo que me cuesta seguir las explicaciones del profesor en algunas sesiones. Este punto me genera bastante frustración. Define la confianza que tengo en seguir avanzando."
E0983,U0037,C0022,Online,2025-06-10 08:27:21,4,4,5,1,5,4,5,5,3,2,3,3,4,2,Mal,Bien,Bien,Bien,Regular,Bien,4,4,5,Estoy muy satisfecho con la experiencia global del curso.
E0984,U0453,C0010,Online,2025-06-13 03:25:38,3,5,5,3,5,4,4,3,4,3,4,4,4,3,Genial,Regular,Bien,Genial,Genial,Genial,2,3,3,Desde mi perspectiva personal considero que echo en falta más ejemplos o aclaraciones por parte del profesor. Creo que aún se podrían mejorar algunos detalles. Creo que resume bien cómo vivo el curso.
E0985,U0652,C0007,Online,2025-06-13 17:45:49,5,2,4,2,4,4,5,3,4,5,5,3,1,1,Genial,Bien,Mal,Bien,Pésimo,Genial,5,4,4,Desde mi perspectiva personal considero que he echado en falta mayor profundidad en ciertos apartados. Creo que aún se podrían mejorar algunos detalles. Hay ejemplos que puedo trasladar directamente a mis proyectos.
E0986,U0254,C0019,Online,2025-06-16 16:20:11,5,5,4,2,4,1,3,4,3,4,5,4,5,2,Genial,Genial,Regular,Bien,Regular,Bien,4,3,3,Echo en falta más actividades prácticas en esta metodología. Este punto me genera bastante frustración. La evolución de la dificultad está bastante cuidada.
E0987,U0304,C0030,Online,2025-06-16 21:05:49,3,3,4,4,2,4,3,4,5,5,4,4,4,2,Bien,Genial,Bien,Regular,Genial,Genial,4,4,3,"Desde mi perspectiva personal considero que no siempre el profesor responde de forma clara a las dudas. Este punto me genera bastante frustración. La forma en que guía los debates es muy valiosa. Para mí, marca la diferencia respecto a otros programas."
E0988,U0897,C0003,Online,2025-06-18 17:36:17,4,3,5,4,4,4,4,4,5,3,5,3,2,4,Bien,Genial,Bien,Mal,Genial,Genial,3,5,5,El balance del curso es claramente positivo para mí.
E0989,U1049,C0022,Online,2025-06-18 23:10:20,1,4,3,3,5,2,5,3,1,4,3,5,2,3,Pésimo,Regular,Pésimo,Bien,Genial,Pésimo,4,5,4,Analizando lo que he aprendido siento que el ritmo de clase no siempre se adapta al grupo. Creo que aún se podrían mejorar algunos detalles. El ambiente que se genera invita a preguntar sin miedo.
E0990,U0881,C0001,Híbrido,2025-06-19 22:10:31,5,4,4,4,3,5,3,4,1,5,2,4,4,4,Bien,Bien,Genial,Mal,Genial,Genial,5,4,5,En general estoy contento con el curso.
E0991,U0572,C0022,Online,2025-06-22 00:10:30,4,3,1,3,5,5,4,4,3,4,4,5,4,4,Bien,Genial,Genial,Genial,Bien,Regular,1,4,3,Las conexiones fallan con bastante frecuencia. Lo tengo muy presente cuando hablo de la escuela.
E0992,U0624,C0005,Online,2025-06-22 19:29:57,2,1,3,1,5,2,3,1,1,2,2,1,1,1,Mal,Pésimo,Pésimo,Pésimo,Pésimo,Bien,1,4,1,En conversaciones con mis compañeros coincidimos en que muchos temas me parecen irrelevantes para mis objetivos. Este punto me genera bastante frustración. Me da herramientas concretas para actuar en el trabajo.
E0993,U1145,C0023,Híbrido,2025-06-23 10:04:02,4,4,4,5,5,4,3,5,5,4,5,4,3,3,Bien,Genial,Pésimo,Genial,Bien,Bien,5,2,5,"Cuando comparo esta formación con otras, percibo que la experiencia global ha sido buena, con algunos puntos mejorables."
E0994,U1031,C0012,Online,2025-06-23 12:43:20,4,4,4,4,5,5,4,4,3,5,4,3,2,4,Genial,Mal,Bien,Regular,Mal,Bien,5,4,5,Estoy muy satisfecho con la experiencia global del curso. Valoro mucho este aspecto del curso. Es un hito importante dentro de mi itinerario profesional. Es algo que impacta en mi motivación diaria.
E0995,U1146,C0008,Online,2025-06-23 18:57:07,4,5,4,4,4,3,4,4,3,3,3,4,1,3,Genial,Bien,Mal,Regular,Genial,Pésimo,4,5,4,Desde mi perspectiva personal considero que la calidad del audio o vídeo a veces dificulta seguir la clase.
E0996,U0263,C0009,Híbrido,2025-06-24 18:07:04,4,4,4,5,5,1,3,5,4,5,5,5,5,2,Regular,Genial,Mal,Regular,Mal,Bien,5,2,5,Estoy muy satisfecho con la experiencia global del curso. Es un hito importante dentro de mi itinerario profesional.
E0997,U0611,C0030,Online,2025-06-25 06:08:50,2,5,3,5,3,4,3,4,4,5,4,5,3,3,Bien,Bien,Pésimo,Bien,Regular,Bien,3,2,3,En varias ocasiones he sentido que el soporte tardaba demasiado en responder. Creo que aún se podrían mejorar algunos detalles.
E0998,U0298,C0006,Híbrido,2025-06-25 21:33:56,5,3,4,3,3,4,5,4,5,3,1,5,4,4,Regular,Mal,Bien,Bien,Genial,Regular,5,1,3,Me cuesta mantener la atención durante toda la clase. Salgo de cada clase con ideas prácticas para aplicar.
E0999,U0990,C0023,Híbrido,2025-06-27 05:23:03,5,2,3,4,4,5,4,4,5,4,3,3,3,5,Pésimo,Mal,Mal,Genial,Bien,Genial,3,2,4,Parte del contenido me ha parecido desactualizado o repetitivo. Creo que aún se podrían mejorar algunos detalles. Cada unidad conecta con tendencias actuales del sector. Se refleja en los resultados que obtengo en cada entrega.
E1000,U0415,C0011,Online,2025-06-27 14:52:28,5,4,4,5,3,5,5,1,1,2,5,3,4,4,Genial,Genial,Genial,Genial,Bien,Genial,5,4,3,Algunos temas del contenido me han resultado poco relevantes. Esa impresión se mantiene con el paso de las semanas.
E1001,U0151,C0027,Online,2025-06-28 22:31:29,4,5,4,3,4,5,2,5,5,5,5,5,4,3,Genial,Bien,Genial,Genial,Bien,Regular,5,4,5,En conversaciones con mis compañeros coincidimos en que el balance del curso es claramente positivo para mí. Valoro mucho este aspecto del curso. Es un aspecto que comparto también con mis compañeros.
E1002,U0946,C0028,Online,2025-06-29 01:38:28,5,5,5,5,5,5,5,5,4,2,4,3,3,3,Genial,Bien,Regular,Genial,Genial,Bien,5,4,5,Analizando lo que he aprendido siento que estoy muy satisfecho con la experiencia global del curso. Valoro mucho este aspecto del curso. Veo coherencia entre lo prometido y lo que recibimos. Me ayuda a decidir en qué módulos profundizar.
E1003,U0473,C0019,Online,2025-06-30 07:47:16,4,5,5,4,2,4,4,4,3,4,5,5,3,5,Genial,Bien,Bien,Bien,Genial,Bien,4,3,5,Recomendaría este curso sin dudarlo a otras personas. Es un hito importante dentro de mi itinerario profesional. Es un aspecto que comparto también con mis compañeros.
E1004,U0953,C0013,Online,2025-06-30 18:46:59,3,3,5,3,5,4,3,3,4,4,5,4,3,1,Genial,Genial,Bien,Regular,Genial,Bien,3,2,4,En mi día a día con el curso observo que me cuesta seguir las explicaciones del profesor en algunas sesiones.
E1005,U0988,C0029,Híbrido,2025-06-30 20:19:18,4,2,4,5,4,3,3,4,1,4,4,2,3,4,Regular,Bien,Regular,Regular,Bien,Bien,5,5,4,Tras varias sesiones puedo decir que el ritmo de clase no siempre se adapta al grupo.
E1006,U0779,C0027,Online,2025-07-01 15:17:27,2,4,3,4,4,3,2,4,2,3,5,3,4,3,Genial,Regular,Bien,Regular,Regular,Bien,3,4,4,Desde el primer módulo he sentido que a veces el profesor no consigue que los conceptos queden claros. Este punto me genera bastante frustración.
E1007,U0641,C0020,Online,2025-07-01 21:35:49,1,1,1,3,3,2,1,2,1,1,1,3,2,2,Mal,Pésimo,Pésimo,Regular,Pésimo,Bien,1,1,1,"Si pienso en el progreso del curso, creo que la atención al alumno podría ser bastante más ágil. La comunicación por correo y chat está bien coordinada. Es algo que impacta en mi motivación diaria."
E1008,U1190,C0007,Online,2025-07-03 19:47:53,5,2,5,5,4,4,5,5,3,3,3,3,4,5,Genial,Genial,Bien,Bien,Genial,Regular,4,1,5,Con la mente puesta en mis objetivos profesionales valoro que la experiencia general ha sido muy positiva para mí.
E1009,U1143,C0015,Híbrido,2025-07-04 18:04:37,2,5,1,4,5,4,1,5,5,5,4,3,1,4,Regular,Genial,Bien,Regular,Pésimo,Regular,5,2,4,Tras varias sesiones puedo decir que la plataforma a veces se bloquea o responde lenta.
E1010,U0551,C0001,Híbrido,2025-07-05 09:38:32,5,2,4,4,5,4,5,5,2,3,4,4,4,5,Regular,Genial,Genial,Genial,Bien,Genial,5,5,5,El curso ha superado mis expectativas en casi todos los aspectos. Siento que el equipo debería tenerlo en cuenta.
E1011,U0640,C0007,Online,2025-07-05 15:48:14,3,4,4,5,3,5,5,5,4,4,3,3,5,5,Regular,Bien,Bien,Regular,Genial,Genial,4,5,4,A lo largo de estas semanas he notado que la forma de plantear las tareas no siempre ayuda a consolidar lo aprendido. Es algo que impacta en mi motivación diaria.
E1012,U0936,C0001,Híbrido,2025-07-05 22:24:31,2,5,3,4,4,5,5,2,3,5,5,1,3,5,Genial,Bien,Genial,Pésimo,Bien,Bien,1,4,4,Tras varias sesiones puedo decir que me gustaría que la metodología fuera más interactiva. Este punto me genera bastante frustración. Se refleja en los resultados que obtengo en cada entrega.
E1013,U0929,C0025,Híbrido,2025-07-06 14:07:13,3,4,4,5,4,2,4,4,3,5,5,3,5,4,Genial,Genial,Bien,Bien,Genial,Bien,5,5,5,El balance del curso es claramente positivo para mí. Valoro mucho este aspecto del curso. Es un hito importante dentro de mi itinerario profesional. Esa impresión se mantiene con el paso de las semanas.
E1014,U0489,C0023,Híbrido,2025-07-07 18:45:09,2,5,5,5,5,5,5,5,3,5,3,5,5,4,Regular,Genial,Bien,Genial,Genial,Genial,3,2,5,Desde el primer módulo he sentido que repetiría una formación similar con esta escuela.
E1015,U0820,C0015,Híbrido,2025-07-08 12:35:01,5,5,4,4,4,3,3,4,2,4,5,5,5,5,Bien,Genial,Genial,Bien,Regular,Genial,4,2,5,Recomendaría este curso sin dudarlo a otras personas. Veo coherencia entre lo prometido y lo que recibimos. Se refleja en los resultados que obtengo en cada entrega.
E1016,U0711,C0014,Online,2025-07-08 22:13:14,4,5,5,4,5,5,4,4,4,5,5,5,5,4,Bien,Genial,Genial,Mal,Pésimo,Genial,5,3,5,"Analizando lo que he aprendido siento que la experiencia global ha sido buena, con algunos puntos mejorables. Es un hito importante dentro de mi itinerario profesional."
E1017,U1081,C0019,Online,2025-07-09 10:25:42,4,1,3,4,5,4,4,5,3,5,5,3,3,5,Genial,Regular,Mal,Mal,Bien,Genial,4,4,4,Analizando lo que he aprendido siento que a veces el profesor no consigue que los conceptos queden claros.
E1018,U0148,C0007,Online,2025-07-09 17:42:20,4,3,4,5,3,2,4,4,3,4,5,5,1,5,Genial,Genial,Bien,Mal,Genial,Bien,5,3,4,Mirando mi avance hasta ahora entiendo que echo en falta más ejemplos o aclaraciones por parte del profesor.
E1019,U0147,C0031,Online,2025-07-10 15:39:45,4,4,5,5,4,4,4,4,5,4,3,4,4,4,Bien,Regular,Pésimo,Genial,Regular,Bien,4,5,3,En ocasiones las clases se hacen demasiado largas. Salgo de cada clase con ideas prácticas para aplicar.
E1020,U1175,C0017,Online,2025-07-10 23:34:54,4,5,4,5,5,5,5,3,3,3,2,2,4,5,Pésimo,Bien,Bien,Mal,Regular,Bien,4,5,4,En mi día a día con el curso observo que las conexiones fallan con bastante frecuencia.
E1021,U0963,C0013,Online,2025-07-12 00:39:13,2,1,1,1,1,2,2,1,5,1,1,1,2,5,Mal,Bien,Pésimo,Mal,Regular,Pésimo,3,2,1,Muchos temas me parecen irrelevantes para mis objetivos. Creo que resume bien cómo vivo el curso.
E1022,U0346,C0008,Online,2025-07-12 17:08:59,5,2,2,5,5,4,5,4,5,4,3,4,5,4,Genial,Genial,Bien,Bien,Genial,Regular,4,3,4,Tras varias sesiones puedo decir que he tenido varios problemas técnicos que cortan el ritmo de la sesión. Creo que aún se podrían mejorar algunos detalles. La parte digital nunca me ha dejado fuera de una actividad.
E1023,U0403,C0023,Híbrido,2025-07-12 17:30:10,3,5,3,5,5,5,3,5,5,5,5,5,4,5,Genial,Genial,Genial,Bien,Bien,Regular,4,5,5,Desde mi perspectiva personal considero que repetiría una formación similar con esta escuela. Valoro mucho este aspecto del curso. Es algo que impacta en mi motivación diaria.
E1024,U0932,C0006,Híbrido,2025-07-13 16:54:18,5,2,5,2,4,3,5,5,4,4,5,5,3,4,Genial,Bien,Mal,Regular,Genial,Regular,5,4,5,"Si pienso en el progreso del curso, creo que la experiencia general ha sido muy positiva para mí."
E1025,U0955,C0026,Híbrido,2025-07-14 07:45:48,5,4,3,3,2,5,4,4,1,5,4,5,4,3,Bien,Regular,Genial,Regular,Regular,Genial,3,3,5,"La experiencia global ha sido buena, con algunos puntos mejorables. Me gustaría que se introdujeran cambios en este sentido. Es una formación que recomendaría a otros perfiles como el mío. Creo que resume bien cómo vivo el curso."
E1026,U1125,C0015,Híbrido,2025-07-14 23:29:26,5,4,4,5,3,3,5,5,3,3,5,4,5,5,Regular,Genial,Regular,Bien,Bien,Bien,3,3,5,"Mirando mi avance hasta ahora entiendo que la experiencia global ha sido buena, con algunos puntos mejorables. Me gustaría que se introdujeran cambios en este sentido. Lo tengo muy presente cuando hablo de la escuela."
E1027,U0660,C0010,Online,2025-07-15 12:14:29,4,4,5,4,3,3,3,5,3,5,4,5,5,4,Genial,Bien,Genial,Bien,Bien,Bien,3,3,4,Al repasar mis notas concluyo que he tenido que insistir más de una vez para resolver algunos problemas. Este punto me genera bastante frustración. Es un aspecto que comparto también con mis compañeros.
E1028,U0464,C0014,Online,2025-07-15 17:43:59,4,3,4,4,5,4,3,2,4,4,4,4,5,5,Pésimo,Genial,Pésimo,Pésimo,Genial,Bien,1,4,4,Mirando mi avance hasta ahora entiendo que algunas sesiones se sienten poco productivas. Este punto me genera bastante frustración. Me ayuda a decidir en qué módulos profundizar.
E1029,U0187,C0016,Online,2025-07-16 10:37:21,5,5,5,3,5,5,5,5,3,4,5,5,1,4,Genial,Mal,Pésimo,Genial,Bien,Genial,5,5,5,En conversaciones con mis compañeros coincidimos en que recomendaría este curso sin dudarlo a otras personas. Valoro mucho este aspecto del curso.
